"external"	"data_type"	"year_"	"nestID"	"male_id"	"female_id"	"male_assigned"	"male_field"	"female_assigned"	"female_field"	"found_datetime"	"collected_datetime"	"last_checked_datetime"	"lat"	"lon"	"anyEPY"	"N_parentage"	"N_EPY"
1	"survey_plot"	2014	"REPH061_14"	NA	NA	0	0	0	0	"2014-06-15 12:00:00"	NA	NA	71.24973	-156.56945	NA	NA	NA
1	"clutch_removal_exp"	2018	"REPH061_18"	245125794	NA	2	1	0	0	"2018-06-20 12:00:00"	"2018-06-20 12:00:00"	NA	71.30309	-156.70393	0	4	0
1	"clutch_removal_exp"	2018	"REPH062_18"	245125795	NA	2	1	0	0	"2018-06-20 12:00:00"	"2018-06-20 12:00:00"	NA	71.30389	-156.70432	0	4	0
1	"survey_plot"	2014	"REPH063_14"	241159619	NA	2	1	0	0	"2014-06-16 12:00:00"	NA	"2014-07-09 12:00:00"	71.2809	-156.58029	0	4	0
1	"clutch_removal_exp"	2018	"REPH064_18"	245140303	245125780	2	1	2	1	"2018-06-22 12:00:00"	"2018-06-23 12:00:00"	NA	71.30181	-156.70244	0	4	0
1	"survey_plot"	2019	"REPH064_19"	NA	NA	0	0	0	0	"2019-06-06 12:00:00"	NA	"2019-06-18 12:00:00"	71.24877	-156.56769	NA	NA	NA
1	"survey_plot"	2014	"REPH066_14"	NA	NA	0	0	0	0	"2014-06-15 12:00:00"	NA	NA	71.28463	-156.57374	NA	NA	NA
1	"survey_plot"	2014	"REPH068_14"	NA	NA	0	0	0	0	"2014-06-16 12:00:00"	NA	"2014-06-22 12:00:00"	71.24937	-156.57869	NA	NA	NA
1	"clutch_removal_exp"	2018	"REPH068_18"	245125764	245125765	2	1	2	1	"2018-06-15 12:00:00"	"2018-06-22 12:00:00"	NA	71.30267	-156.7009	0	4	0
1	"survey_plot"	2019	"REPH068_19"	NA	NA	0	0	0	0	"2019-06-11 12:00:00"	NA	"2019-06-14 12:00:00"	71.25024	-156.57657	NA	NA	NA
1	"survey_plot"	2014	"REPH069_14"	245116044	NA	2	1	0	0	"2014-06-16 12:00:00"	NA	"2014-07-04 12:00:00"	71.24764	-156.5768	0	3	0
1	"clutch_removal_exp"	2018	"REPH070_18"	245125784	NA	2	1	0	0	"2018-06-15 12:00:00"	"2018-06-20 12:00:00"	NA	71.30019	-156.69449	0	4	0
1	"survey_plot"	2014	"REPH071_14"	245102061	NA	1	1	0	0	"2014-06-18 12:00:00"	NA	"2014-07-04 12:00:00"	71.28295	-156.58294	NA	NA	NA
1	"survey_plot"	2019	"REPH073_19"	NA	NA	0	0	0	0	"2019-07-14 12:00:00"	NA	NA	71.29991	-156.63658	NA	NA	NA
1	"survey_plot"	2014	"REPH077_14"	245116049	NA	1	1	0	0	"2014-06-19 12:00:00"	NA	"2014-07-08 12:00:00"	71.24676	-156.57221	NA	NA	NA
1	"survey_plot"	2014	"REPH078_14"	245107636	NA	2	1	0	0	"2014-06-19 12:00:00"	NA	"2014-07-06 12:00:00"	71.248	-156.5704	0	4	0
1	"survey_plot"	2019	"REPH078_19"	245156008	NA	2	1	0	0	"2019-07-10 12:00:00"	NA	"2019-07-13 12:00:00"	71.29947	-156.63948	0	4	0
1	"survey_plot"	2018	"REPH079_18"	245125728	NA	1	1	0	0	"2018-06-23 12:00:00"	NA	"2018-07-03 12:00:00"	71.24866	-156.57146	NA	NA	NA
1	"survey_plot"	2018	"REPH080_18"	245125902	NA	1	1	0	0	"2018-06-23 12:00:00"	NA	"2018-06-29 12:00:00"	71.2483	-156.57132	NA	NA	NA
1	"survey_plot"	2014	"REPH081_14"	NA	NA	0	0	0	0	"2014-06-19 12:00:00"	NA	"2014-06-26 12:00:00"	71.24797	-156.58083	NA	NA	NA
1	"survey_plot"	2018	"REPH082_18"	245125941	NA	1	1	0	0	"2018-06-23 12:00:00"	NA	"2018-06-29 12:00:00"	71.24896	-156.57335	NA	NA	NA
1	"survey_plot"	2019	"REPH082_19"	NA	NA	0	0	0	0	"2019-06-13 12:00:00"	NA	"2019-06-28 12:00:00"	71.25602	-156.52626	NA	NA	NA
1	"survey_plot"	2019	"REPH084_19"	NA	NA	0	0	0	0	"2019-06-13 12:00:00"	NA	"2019-06-14 12:00:00"	71.25084	-156.56898	NA	NA	NA
1	"survey_plot"	2017	"REPH086_17"	NA	NA	0	0	0	0	"2017-06-20 12:00:00"	NA	"2017-06-26 12:00:00"	71.26273	-156.52785	NA	NA	NA
1	"clutch_removal_exp"	2018	"REPH086_18"	245140308	NA	2	1	0	0	"2018-06-22 12:00:00"	"2018-06-25 12:00:00"	NA	71.30177	-156.7043	0	3	0
1	"clutch_removal_exp"	2018	"REPH087_18"	245125786	NA	2	1	0	0	"2018-06-17 12:00:00"	"2018-06-20 12:00:00"	NA	71.30147	-156.70969	0	3	0
1	"survey_plot"	2014	"REPH093_14"	198103240	NA	1	1	0	0	"2014-06-22 12:00:00"	NA	"2014-07-08 12:00:00"	71.24982	-156.57928	NA	NA	NA
1	"survey_plot"	2017	"REPH099_17"	NA	NA	0	0	0	0	"2017-06-29 12:00:00"	NA	"2017-07-03 12:00:00"	71.24917	-156.57704	NA	NA	NA
1	"survey_plot"	2017	"REPH100_17"	NA	NA	0	0	0	0	"2017-06-23 12:00:00"	NA	"2017-07-06 12:00:00"	71.27093	-156.53358	NA	NA	NA
1	"survey_plot"	2018	"REPH100_18"	245125726	NA	2	1	0	0	"2018-06-23 12:00:00"	NA	"2018-07-15 12:00:00"	71.24628	-156.57961	0	1	0
1	"survey_plot"	2017	"REPH101_17"	245125821	NA	2	1	0	0	"2017-06-23 12:00:00"	NA	"2017-07-10 12:00:00"	71.2597	-156.51942	0	4	0
1	"survey_plot"	2003	"REPH102_03"	NA	NA	0	0	0	0	"2003-06-15 12:00:00"	NA	"2003-06-29 12:00:00"	71.29306	-156.64521	NA	NA	NA
1	"survey_plot"	2006	"REPH102_06"	199124381	NA	1	1	0	0	"2006-06-15 12:00:00"	NA	"2006-07-01 12:00:00"	71.24143	-156.55967	NA	NA	NA
1	"survey_plot"	2006	"REPH103_06"	NA	NA	0	0	0	0	"2006-06-15 12:00:00"	NA	NA	71.24278	-156.55923	NA	NA	NA
1	"survey_plot"	2017	"REPH103_17"	NA	NA	0	0	0	0	"2017-06-25 12:00:00"	NA	"2017-07-07 12:00:00"	71.26785	-156.53052	NA	NA	NA
1	"survey_plot"	2006	"REPH104_06"	199124372	NA	1	1	0	0	"2006-06-15 12:00:00"	NA	"2006-06-30 12:00:00"	71.24353	-156.55552	NA	NA	NA
1	"survey_plot"	2003	"REPH105_03"	NA	NA	0	0	0	0	"2003-06-27 12:00:00"	NA	"2003-06-30 12:00:00"	71.2694	-156.52181	NA	NA	NA
1	"survey_plot"	2018	"REPH107_18"	245125905	NA	1	1	0	0	"2018-06-23 12:00:00"	NA	"2018-07-13 12:00:00"	71.28284	-156.57277	NA	NA	NA
1	"survey_plot"	2018	"REPH108_18"	245125732	NA	1	1	0	0	"2018-06-25 12:00:00"	NA	"2018-07-07 12:00:00"	71.24849	-156.57877	NA	NA	NA
1	"survey_plot"	2005	"REPH109_05"	NA	NA	0	0	0	0	"2005-06-16 12:00:00"	NA	"2005-07-01 12:00:00"	71.24526	-156.57005	NA	NA	NA
1	"survey_plot"	2014	"REPH109_14"	245107616	NA	1	1	0	0	"2014-06-15 12:00:00"	NA	"2014-07-07 12:00:00"	71.26209	-156.51819	NA	NA	NA
1	"survey_plot"	2019	"REPH109_19"	NA	NA	0	0	0	0	"2019-06-12 12:00:00"	NA	"2019-06-30 12:00:00"	71.2767	-156.63503	NA	NA	NA
1	"survey_plot"	2004	"REPH110_04"	NA	NA	0	0	0	0	"2004-06-23 12:00:00"	NA	"2004-06-27 12:00:00"	71.29351	-156.64228	NA	NA	NA
1	"survey_plot"	2005	"REPH110_05"	162116411	NA	1	1	0	0	"2005-06-16 12:00:00"	NA	"2005-07-05 12:00:00"	71.24473	-156.56964	NA	NA	NA
1	"survey_plot"	2019	"REPH110_19"	NA	NA	0	0	0	0	"2019-06-12 12:00:00"	NA	"2019-06-17 12:00:00"	71.27808	-156.62305	NA	NA	NA
1	"survey_plot"	2006	"REPH111_06"	NA	NA	0	0	0	0	"2006-07-03 12:00:00"	NA	"2006-07-14 12:00:00"	71.23727	-156.55964	NA	NA	NA
1	"survey_plot"	2014	"REPH111_14"	NA	NA	0	0	0	0	"2014-06-16 12:00:00"	NA	NA	71.26065	-156.51259	NA	NA	NA
1	"survey_plot"	2014	"REPH112_14"	198118997	NA	1	1	0	0	"2014-06-17 12:00:00"	NA	"2014-07-11 12:00:00"	71.26314	-156.53267	NA	NA	NA
1	"survey_plot"	2014	"REPH113_14"	NA	NA	0	0	0	0	"2014-06-17 12:00:00"	NA	"2014-06-22 12:00:00"	71.26389	-156.53094	NA	NA	NA
1	"survey_plot"	2017	"REPH113_17"	245125626	NA	1	1	0	0	"2017-06-25 12:00:00"	NA	"2017-07-07 12:00:00"	71.29129	-156.65361	NA	NA	NA
1	"survey_plot"	2018	"REPH114_18"	NA	NA	0	0	0	0	"2018-06-27 12:00:00"	NA	"2018-06-29 12:00:00"	71.24932	-156.5816	NA	NA	NA
1	"survey_plot"	2014	"REPH115_14"	245107603	NA	1	1	0	0	"2014-06-17 12:00:00"	NA	"2014-07-13 12:00:00"	71.26799	-156.52484	NA	NA	NA
1	"survey_plot"	2005	"REPH116_05"	NA	NA	0	0	0	0	"2005-06-19 12:00:00"	NA	"2005-06-26 12:00:00"	71.24059	-156.54423	NA	NA	NA
1	"survey_plot"	2005	"REPH117_05"	NA	NA	0	0	0	0	"2005-06-19 12:00:00"	NA	"2005-06-27 12:00:00"	71.2395	-156.5432	NA	NA	NA
1	"survey_plot"	2014	"REPH117_14"	NA	NA	0	0	0	0	"2014-06-17 12:00:00"	NA	"2014-06-20 12:00:00"	71.26806	-156.52948	NA	NA	NA
1	"survey_plot"	2004	"REPH118_04"	NA	NA	0	0	0	0	"2004-07-04 12:00:00"	NA	"2004-07-08 12:00:00"	71.24533	-156.54086	NA	NA	NA
1	"survey_plot"	2005	"REPH119_05"	NA	NA	0	0	0	0	"2005-06-21 12:00:00"	NA	"2005-07-09 12:00:00"	71.27026	-156.53735	NA	NA	NA
1	"survey_plot"	2014	"REPH119_14"	245102017	NA	2	1	0	0	"2014-06-18 12:00:00"	NA	"2014-07-09 12:00:00"	71.26294	-156.52416	0	3	0
1	"survey_plot"	2018	"REPH119_18"	NA	NA	0	0	0	0	"2018-06-28 12:00:00"	NA	"2018-07-02 12:00:00"	71.24743	-156.58151	NA	NA	NA
1	"survey_plot"	2004	"REPH120_04"	162115947	NA	2	1	0	0	"2004-07-08 12:00:00"	NA	"2004-07-09 12:00:00"	71.24566	-156.565	0	4	0
1	"survey_plot"	2018	"REPH120_18"	245125719	NA	1	1	0	0	"2018-06-29 12:00:00"	NA	"2018-07-03 12:00:00"	71.24939	-156.5769	NA	NA	NA
1	"survey_plot"	2018	"REPH121_18"	245140316	NA	1	1	0	0	"2018-07-01 12:00:00"	NA	"2018-07-09 12:00:00"	71.24589	-156.58151	NA	NA	NA
1	"survey_plot"	2018	"REPH122_18"	NA	NA	0	0	0	0	"2018-07-01 12:00:00"	NA	"2018-07-07 12:00:00"	71.24692	-156.58589	NA	NA	NA
1	"survey_plot"	2017	"REPH123_17"	245125511	NA	2	1	0	0	"2017-06-26 12:00:00"	NA	"2017-07-14 12:00:00"	71.28308	-156.57294	0	2	0
1	"survey_plot"	2018	"REPH123_18"	245125968	NA	1	1	0	0	"2018-07-02 12:00:00"	NA	"2018-07-20 12:00:00"	71.28492	-156.58501	NA	NA	NA
1	"survey_plot"	2014	"REPH124_14"	245107611	NA	1	1	0	0	"2014-06-19 12:00:00"	NA	"2014-07-10 12:00:00"	71.2612	-156.51254	NA	NA	NA
1	"survey_plot"	2017	"REPH124_17"	245125513	NA	1	1	0	0	"2017-06-27 12:00:00"	NA	"2017-07-08 12:00:00"	71.28468	-156.58214	NA	NA	NA
1	"survey_plot"	2019	"REPH124_19"	NA	NA	0	0	0	0	"2019-06-12 12:00:00"	NA	"2019-06-17 12:00:00"	71.24549	-156.57376	NA	NA	NA
1	"survey_plot"	2014	"REPH126_14"	198103593	NA	1	1	0	0	"2014-06-19 12:00:00"	NA	"2014-07-08 12:00:00"	71.26478	-156.52324	NA	NA	NA
1	"survey_plot"	2014	"REPH128_14"	NA	NA	0	0	0	0	"2014-06-19 12:00:00"	NA	"2014-06-22 12:00:00"	71.27184	-156.52937	NA	NA	NA
1	"survey_plot"	2017	"REPH128_17"	NA	NA	0	0	0	0	"2017-06-22 12:00:00"	NA	"2017-06-23 12:00:00"	71.28374	-156.58508	NA	NA	NA
1	"survey_plot"	2019	"REPH132_19"	NA	NA	0	0	0	0	"2019-06-13 12:00:00"	NA	"2019-06-28 12:00:00"	71.25597	-156.52766	NA	NA	NA
1	"survey_plot"	2019	"REPH134_19"	NA	NA	0	0	0	0	"2019-06-14 12:00:00"	NA	"2019-07-02 12:00:00"	71.28711	-156.63664	NA	NA	NA
1	"survey_plot"	2014	"REPH136_14"	NA	NA	0	0	0	0	"2014-06-22 12:00:00"	NA	"2014-06-24 12:00:00"	71.26741	-156.52698	NA	NA	NA
1	"survey_plot"	2017	"REPH136_17"	NA	NA	0	0	0	0	"2017-06-25 12:00:00"	NA	"2017-06-26 12:00:00"	71.24522	-156.58464	NA	NA	NA
1	"survey_plot"	2014	"REPH137_14"	NA	NA	0	0	0	0	"2014-06-24 12:00:00"	NA	"2014-07-13 12:00:00"	71.26134	-156.51478	NA	NA	NA
1	"survey_plot"	2017	"REPH137_17"	245125839	NA	1	1	0	0	"2017-06-25 12:00:00"	NA	"2017-07-05 12:00:00"	71.24652	-156.57913	NA	NA	NA
1	"survey_plot"	2014	"REPH141_14"	NA	NA	0	0	0	0	"2014-06-24 12:00:00"	NA	"2014-06-30 12:00:00"	71.26412	-156.53132	NA	NA	NA
1	"survey_plot"	2018	"REPH141_18"	245125974	NA	1	1	0	0	"2018-06-29 12:00:00"	NA	NA	71.26717	-156.52516	NA	NA	NA
1	"survey_plot"	2014	"REPH142_14"	198118958	NA	2	1	0	0	"2014-06-24 12:00:00"	NA	"2014-07-11 12:00:00"	71.27062	-156.53363	0	4	0
1	"survey_plot"	2018	"REPH143_18"	NA	NA	0	0	0	0	"2018-06-29 12:00:00"	NA	"2018-07-03 12:00:00"	71.26405	-156.5218	NA	NA	NA
1	"survey_plot"	2019	"REPH143_19"	245125954	NA	1	1	0	0	"2019-06-16 12:00:00"	NA	"2019-07-05 12:00:00"	71.26429	-156.52455	NA	NA	NA
1	"survey_plot"	2018	"REPH144_18"	245125932	NA	1	1	0	0	"2018-06-29 12:00:00"	NA	"2018-07-19 12:00:00"	71.26379	-156.51962	NA	NA	NA
1	"survey_plot"	2017	"REPH145_17"	NA	NA	0	0	0	0	"2017-06-21 12:00:00"	NA	"2017-06-26 12:00:00"	71.24926	-156.58211	NA	NA	NA
1	"survey_plot"	2018	"REPH145_18"	245125921	NA	2	1	0	0	"2018-07-05 12:00:00"	NA	"2018-07-15 12:00:00"	71.27162	-156.5282	0	2	0
1	"survey_plot"	2014	"REPH146_14"	NA	NA	0	0	0	0	"2014-06-25 12:00:00"	NA	"2014-07-11 12:00:00"	71.26749	-156.52367	NA	NA	NA
1	"survey_plot"	2019	"REPH146_19"	NA	NA	0	0	0	0	"2019-06-17 12:00:00"	NA	"2019-07-02 12:00:00"	71.27838	-156.60686	NA	NA	NA
1	"survey_plot"	2017	"REPH147_17"	NA	NA	0	0	0	0	"2017-06-21 12:00:00"	NA	"2017-06-26 12:00:00"	71.24908	-156.57983	NA	NA	NA
1	"survey_plot"	2018	"REPH147_18"	245125936	NA	2	1	0	0	"2018-07-05 12:00:00"	NA	"2018-07-22 12:00:00"	71.26994	-156.53479	0	1	0
1	"survey_plot"	2019	"REPH147_19"	245140412	NA	1	1	0	0	"2019-06-17 12:00:00"	NA	"2019-06-27 12:00:00"	71.28524	-156.58478	NA	NA	NA
1	"survey_plot"	2014	"REPH148_14"	NA	NA	0	0	0	0	"2014-06-25 12:00:00"	NA	"2014-06-30 12:00:00"	71.26235	-156.52035	NA	NA	NA
1	"survey_plot"	2017	"REPH148_17"	NA	NA	0	0	0	0	"2017-06-21 12:00:00"	NA	"2017-06-27 12:00:00"	71.24937	-156.5764	NA	NA	NA
1	"survey_plot"	2019	"REPH148_19"	245125955	NA	1	1	0	0	"2019-06-20 12:00:00"	NA	"2019-07-02 12:00:00"	71.263719	-156.52769	NA	NA	NA
1	"survey_plot"	2014	"REPH149_14"	NA	NA	0	0	0	0	"2014-06-25 12:00:00"	NA	"2014-06-30 12:00:00"	71.26262	-156.51908	NA	NA	NA
1	"survey_plot"	2018	"REPH150_18"	245125933	NA	2	1	0	0	"2018-07-05 12:00:00"	NA	"2018-07-13 12:00:00"	71.26212	-156.52364	1	3	1
1	"survey_plot"	2019	"REPH150_19"	245140447	NA	1	1	0	0	"2019-06-21 12:00:00"	NA	"2019-06-30 12:00:00"	71.248031	-156.58461	NA	NA	NA
1	"survey_plot"	2006	"REPH151_06"	199124382	NA	1	1	0	0	"2006-06-17 12:00:00"	NA	"2006-07-04 12:00:00"	71.24172	-156.55789	NA	NA	NA
1	"survey_plot"	2017	"REPH151_17"	245125681	NA	1	1	0	0	"2017-06-22 12:00:00"	NA	"2017-07-07 12:00:00"	71.28223	-156.57541	NA	NA	NA
1	"survey_plot"	2019	"REPH151_19"	245140474	NA	2	1	0	0	"2019-06-22 12:00:00"	NA	"2019-07-07 12:00:00"	71.261857	-156.523984	0	4	0
1	"survey_plot"	2006	"REPH152_06"	199124367	NA	1	1	0	0	"2006-06-17 12:00:00"	NA	"2006-06-29 12:00:00"	NA	NA	NA	NA	NA
1	"survey_plot"	2014	"REPH152_14"	245107622	NA	1	1	0	0	"2014-06-15 12:00:00"	NA	"2014-07-06 12:00:00"	71.26135	-156.52354	NA	NA	NA
1	"survey_plot"	2017	"REPH152_17"	245125842	NA	1	1	0	0	"2017-06-22 12:00:00"	NA	"2017-07-02 12:00:00"	71.28316	-156.5863	NA	NA	NA
1	"survey_plot"	2018	"REPH152_18"	245125919	NA	1	1	0	0	"2018-07-13 12:00:00"	NA	"2018-07-24 12:00:00"	71.27061	-156.53288	NA	NA	NA
1	"survey_plot"	2019	"REPH152_19"	245140472	NA	2	1	0	0	"2019-06-22 12:00:00"	NA	"2019-07-09 12:00:00"	71.259895	-156.511578	0	4	0
1	"survey_plot"	2014	"REPH153_14"	NA	NA	0	0	0	0	"2014-06-18 12:00:00"	NA	"2014-06-24 12:00:00"	71.26443	-156.52322	NA	NA	NA
1	"survey_plot"	2014	"REPH154_14"	NA	NA	0	0	0	0	"2014-06-18 12:00:00"	NA	"2014-07-01 12:00:00"	71.26117	-156.51972	NA	NA	NA
1	"survey_plot"	2014	"REPH156_14"	245107612	NA	1	1	0	0	"2014-06-22 12:00:00"	NA	"2014-07-14 12:00:00"	71.26377	-156.52697	NA	NA	NA
1	"survey_plot"	2006	"REPH158_06"	199124370	NA	1	1	0	0	"2006-06-17 12:00:00"	NA	"2006-07-03 12:00:00"	71.24485	-156.55839	NA	NA	NA
1	"survey_plot"	2017	"REPH158_17"	245125625	NA	1	1	0	0	"2017-06-20 12:00:00"	NA	"2017-07-03 12:00:00"	71.29138	-156.64832	NA	NA	NA
1	"survey_plot"	2006	"REPH159_06"	199124387	NA	1	1	0	0	"2006-06-17 12:00:00"	NA	"2006-07-03 12:00:00"	71.24458	-156.56043	NA	NA	NA
1	"survey_plot"	2019	"REPH160_19"	NA	NA	0	0	0	0	"2019-06-16 12:00:00"	NA	"2019-07-03 12:00:00"	71.27638	-156.63957	NA	NA	NA
1	"survey_plot"	2014	"REPH161_14"	245102054	NA	1	1	0	0	"2014-07-05 12:00:00"	NA	"2014-07-14 12:00:00"	71.26031	-156.52368	NA	NA	NA
1	"survey_plot"	2017	"REPH161_17"	245125623	NA	1	1	0	0	"2017-06-25 12:00:00"	NA	"2017-07-01 12:00:00"	71.29391	-156.65222	NA	NA	NA
1	"survey_plot"	2019	"REPH161_19"	NA	NA	0	0	0	0	"2019-06-16 12:00:00"	NA	"2019-07-07 12:00:00"	71.27424	-156.6357	NA	NA	NA
1	"survey_plot"	2014	"REPH162_14"	NA	NA	0	0	0	0	"2014-07-05 12:00:00"	NA	"2014-07-11 12:00:00"	71.2638	-156.52462	NA	NA	NA
1	"survey_plot"	2017	"REPH162_17"	NA	NA	0	0	0	0	"2017-06-22 12:00:00"	NA	"2017-07-03 12:00:00"	71.26438	-156.52248	NA	NA	NA
1	"survey_plot"	2019	"REPH162_19"	NA	NA	0	0	0	0	"2019-06-30 12:00:00"	NA	"2019-07-05 12:00:00"	71.29115	-156.64365	NA	NA	NA
1	"survey_plot"	2017	"REPH164_17"	245125822	NA	1	1	0	0	"2017-06-23 12:00:00"	NA	"2017-07-03 12:00:00"	71.26059	-156.52095	NA	NA	NA
1	"survey_plot"	2017	"REPH165_17"	245125640	NA	2	1	0	0	"2017-06-23 12:00:00"	NA	"2017-07-10 12:00:00"	71.25954	-156.51607	0	4	0
1	"survey_plot"	2006	"REPH166_06"	199124288	NA	1	1	0	0	"2006-07-03 12:00:00"	NA	"2006-07-07 12:00:00"	71.24145	-156.55888	NA	NA	NA
1	"survey_plot"	2014	"REPH166_14"	245102047	NA	1	1	0	0	"2014-07-05 12:00:00"	NA	"2014-07-14 12:00:00"	71.26411	-156.52839	NA	NA	NA
1	"survey_plot"	2006	"REPH167_06"	199124289	NA	1	1	0	0	"2006-07-03 12:00:00"	NA	"2006-07-10 12:00:00"	71.24016	-156.56139	NA	NA	NA
1	"survey_plot"	2017	"REPH167_17"	NA	NA	0	0	0	0	"2017-06-23 12:00:00"	NA	"2017-07-05 12:00:00"	71.26974	-156.5327	NA	NA	NA
1	"survey_plot"	2018	"REPH167_18"	270170749	NA	1	1	0	0	"2018-06-26 12:00:00"	NA	"2018-07-03 12:00:00"	71.29774	-156.63281	NA	NA	NA
1	"survey_plot"	2006	"REPH168_06"	NA	NA	0	0	0	0	"2006-07-03 12:00:00"	NA	"2006-07-08 12:00:00"	71.23997	-156.56157	NA	NA	NA
1	"survey_plot"	2014	"REPH168_14"	245102049	NA	1	1	0	0	"2014-07-05 12:00:00"	NA	"2014-07-20 12:00:00"	71.26429	-156.5291	NA	NA	NA
1	"survey_plot"	2017	"REPH168_17"	NA	NA	0	0	0	0	"2017-06-23 12:00:00"	NA	"2017-07-03 12:00:00"	71.26449	-156.5289	NA	NA	NA
1	"clutch_removal_exp"	2018	"REPH168_18"	245125793	NA	2	1	0	0	"2018-06-18 12:00:00"	"2018-06-20 12:00:00"	NA	71.30115	-156.70361	0	4	0
1	"survey_plot"	2019	"REPH168_19"	NA	NA	0	0	0	0	"2019-06-14 12:00:00"	NA	"2019-07-06 12:00:00"	71.25884	-156.52692	NA	NA	NA
1	"survey_plot"	2014	"REPH169_14"	198118954	NA	2	1	0	0	"2014-07-05 12:00:00"	NA	"2014-07-15 12:00:00"	71.26403	-156.52934	0	4	0
1	"survey_plot"	2019	"REPH169_19"	245140420	NA	1	1	0	0	"2019-06-14 12:00:00"	NA	NA	71.26817	-156.52797	NA	NA	NA
1	"survey_plot"	2014	"REPH170_14"	198118947	NA	2	1	0	0	"2014-07-05 12:00:00"	NA	"2014-07-17 12:00:00"	71.26389	-156.53532	0	3	0
1	"survey_plot"	2017	"REPH170_17"	NA	NA	0	0	0	0	"2017-06-22 12:00:00"	NA	"2017-07-05 12:00:00"	71.30016	-156.63876	NA	NA	NA
1	"survey_plot"	2014	"REPH171_14"	NA	NA	0	0	0	0	"2014-06-11 12:00:00"	NA	"2014-07-11 12:00:00"	71.24542	-156.55928	NA	NA	NA
1	"clutch_removal_exp"	2018	"REPH171_18"	245140301	NA	2	1	0	0	"2018-06-19 12:00:00"	"2018-06-21 12:00:00"	NA	71.29704	-156.69833	0	4	0
1	"survey_plot"	2019	"REPH171_19"	NA	NA	0	0	0	0	"2019-06-14 12:00:00"	NA	"2019-06-21 12:00:00"	71.26429	-156.52654	NA	NA	NA
1	"survey_plot"	2014	"REPH172_14"	NA	NA	0	0	0	0	"2014-06-11 12:00:00"	NA	NA	71.24409	-156.55923	NA	NA	NA
1	"clutch_removal_exp"	2018	"REPH172_18"	245125796	NA	2	1	0	0	"2018-06-20 12:00:00"	"2018-06-21 12:00:00"	NA	71.30038	-156.71396	0	3	0
1	"survey_plot"	2019	"REPH172_19"	245140465	NA	1	1	0	0	"2019-06-16 12:00:00"	NA	"2019-06-28 12:00:00"	71.26997	-156.53302	NA	NA	NA
1	"survey_plot"	2014	"REPH173_14"	NA	NA	0	0	0	0	"2014-06-14 12:00:00"	NA	NA	71.29827	-156.63925	NA	NA	NA
1	"clutch_removal_exp"	2018	"REPH173_18"	245125777	245125776	2	1	2	1	"2018-06-20 12:00:00"	"2018-06-25 12:00:00"	NA	71.30435	-156.70493	0	4	0
1	"survey_plot"	2019	"REPH173_19"	NA	NA	0	0	0	0	"2019-06-16 12:00:00"	NA	"2019-06-16 12:00:00"	71.26855	-156.52773	NA	NA	NA
1	"survey_plot"	2017	"REPH174_17"	NA	NA	0	0	0	0	"2017-06-23 12:00:00"	NA	"2017-06-27 12:00:00"	71.29785	-156.64078	NA	NA	NA
1	"survey_plot"	2017	"REPH175_17"	NA	NA	0	0	0	0	"2017-06-23 12:00:00"	NA	"2017-07-05 12:00:00"	71.29676	-156.64415	NA	NA	NA
1	"clutch_removal_exp"	2018	"REPH175_18"	245140302	NA	2	1	0	0	"2018-06-21 12:00:00"	"2018-06-23 12:00:00"	NA	71.30138	-156.70753	0	3	0
1	"survey_plot"	2019	"REPH175_19"	245140461	NA	1	1	0	0	"2019-06-17 12:00:00"	NA	"2019-07-02 12:00:00"	71.26103	-156.52448	NA	NA	NA
1	"survey_plot"	2017	"REPH176_17"	NA	NA	0	0	0	0	"2017-06-23 12:00:00"	NA	"2017-07-08 12:00:00"	71.29274	-156.65701	NA	NA	NA
1	"survey_plot"	2018	"REPH176_18"	NA	NA	0	0	0	0	"2018-07-01 12:00:00"	NA	NA	71.24953	-156.57071	NA	NA	NA
1	"survey_plot"	2019	"REPH176_19"	245140482	NA	1	1	0	0	"2019-06-17 12:00:00"	NA	"2019-06-29 12:00:00"	71.26787	-156.52541	NA	NA	NA
1	"survey_plot"	2014	"REPH177_14"	198118984	NA	1	1	0	0	"2014-06-20 12:00:00"	NA	"2014-07-14 12:00:00"	71.29712	-156.64333	NA	NA	NA
1	"survey_plot"	2019	"REPH177_19"	245140483	NA	1	1	0	0	"2019-06-17 12:00:00"	NA	"2019-07-05 12:00:00"	71.26908	-156.5254	NA	NA	NA
1	"survey_plot"	2018	"REPH178_18"	245140322	NA	2	1	0	0	"2018-07-01 12:00:00"	NA	"2018-07-13 12:00:00"	71.24605	-156.57915	0	4	0
1	"survey_plot"	2019	"REPH178_19"	245140403	NA	1	1	0	0	"2019-06-18 12:00:00"	NA	"2019-07-05 12:00:00"	71.2686	-156.52975	NA	NA	NA
1	"survey_plot"	2018	"REPH179_18"	245140313	NA	1	1	0	0	"2018-07-01 12:00:00"	NA	"2018-07-03 12:00:00"	71.2492	-156.58278	NA	NA	NA
1	"survey_plot"	2019	"REPH179_19"	245140485	NA	1	1	0	0	"2019-06-18 12:00:00"	NA	"2019-07-04 12:00:00"	71.27155	-156.53241	NA	NA	NA
1	"survey_plot"	2017	"REPH180_17"	245125649	NA	2	1	0	0	"2017-06-25 12:00:00"	NA	"2017-07-17 12:00:00"	71.26389	-156.52021	0	4	0
